onet	personality_trait	score
29-1141.00	Artistic	1.67
29-1141.00	Social	7.00
29-1141.00	Enterprising	2.00
29-1141.00	Conventional	4.67
29-1141.01	Realistic	4.33
29-1141.01	Investigative	5.33
29-1141.01	Artistic	2.00
29-1141.01	Social	7.00
29-1141.01	Enterprising	2.33
29-1141.01	Conventional	1.67
29-1141.02	Realistic	2.33
29-1141.02	Investigative	6.00
29-1141.02	Artistic	3.67
29-1141.02	Social	6.67
29-1141.02	Enterprising	2.00
29-1141.02	Conventional	2.33
29-1141.03	Realistic	4.00
29-1141.03	Investigative	4.33
29-1141.03	Artistic	2.67
29-1141.03	Social	6.67
29-1141.03	Enterprising	3.00
29-1141.03	Conventional	2.67
29-1141.04	Realistic	2.00
29-1141.04	Investigative	4.00
29-1141.04	Artistic	1.00
29-1141.04	Social	5.67
29-1141.04	Enterprising	6.67
29-1141.04	Conventional	4.33
29-1151.00	Realistic	5.00
29-1151.00	Investigative	6.67
29-1151.00	Artistic	1.67
29-1151.00	Social	4.33
29-1151.00	Enterprising	1.33
29-1151.00	Conventional	2.67
29-1161.00	Realistic	3.33
29-1161.00	Investigative	4.00
29-1161.00	Artistic	2.33
29-1161.00	Social	7.00
29-1161.00	Enterprising	3.00
29-1161.00	Conventional	1.33
29-1171.00	Realistic	4.33
29-1171.00	Investigative	6.00
29-1171.00	Artistic	2.67
29-1171.00	Social	6.33
29-1171.00	Enterprising	2.33
29-1171.00	Conventional	2.67
29-1181.00	Realistic	2.67
29-1181.00	Investigative	6.67
29-1181.00	Artistic	2.33
29-1181.00	Social	6.33
29-1181.00	Enterprising	1.67
29-1181.00	Conventional	3.67
29-1199.01	Realistic	5.33
29-1199.01	Investigative	5.00
29-1199.01	Artistic	2.33
29-1199.01	Social	6.00
29-1199.01	Enterprising	2.00
29-1199.01	Conventional	1.67
29-1199.04	Realistic	3.33
29-1199.04	Investigative	6.67
29-1199.04	Artistic	4.00
29-1199.04	Social	6.33
29-1199.04	Enterprising	1.67
29-1199.04	Conventional	1.67
29-1199.05	Realistic	4.33
29-1199.05	Investigative	6.33
29-1199.05	Artistic	1.67
29-1199.05	Social	5.33
29-1199.05	Enterprising	2.67
29-1199.05	Conventional	1.67
29-2011.00	Realistic	5.67
29-2011.00	Investigative	7.00
29-2011.00	Artistic	1.67
29-2011.00	Social	2.00
29-2011.00	Enterprising	2.67
29-2011.00	Conventional	4.67
29-2011.01	Realistic	5.33
29-2011.01	Investigative	6.33
29-2011.01	Artistic	2.33
29-2011.01	Social	2.33
29-2011.01	Enterprising	2.00
29-2011.01	Conventional	4.33
29-2011.02	Realistic	5.00
29-2011.02	Investigative	6.67
29-2011.02	Artistic	1.67
29-2011.02	Social	1.67
29-2011.02	Enterprising	1.67
29-2011.02	Conventional	3.33
29-2011.03	Realistic	7.00
29-2011.03	Investigative	5.33
29-2011.03	Artistic	1.33
29-2011.03	Social	1.33
29-2011.03	Enterprising	1.67
29-2011.03	Conventional	4.67
29-2012.00	Realistic	5.67
29-2012.00	Investigative	5.67
29-2012.00	Artistic	1.67
29-2012.00	Social	4.00
29-2012.00	Enterprising	1.67
29-2012.00	Conventional	4.33
29-2021.00	Realistic	5.67
29-2021.00	Investigative	3.00
29-2021.00	Artistic	1.00
29-2021.00	Social	6.00
29-2021.00	Enterprising	2.00
29-2021.00	Conventional	3.67
29-2031.00	Realistic	5.33
29-2031.00	Investigative	5.33
29-2031.00	Artistic	1.33
29-2031.00	Social	5.33
29-2031.00	Enterprising	2.33
29-2031.00	Conventional	3.67
29-2032.00	Realistic	5.33
29-2032.00	Investigative	6.00
29-2032.00	Artistic	1.67
29-2032.00	Social	5.67
29-2032.00	Enterprising	2.67
29-2032.00	Conventional	3.33
29-2033.00	Realistic	6.00
29-2033.00	Investigative	6.33
29-2033.00	Artistic	1.33
29-2033.00	Social	4.00
29-2033.00	Enterprising	1.67
29-2033.00	Conventional	3.67
29-2034.00	Realistic	6.67
29-2034.00	Investigative	3.67
29-2034.00	Artistic	1.33
29-2034.00	Social	5.00
29-2034.00	Enterprising	3.00
29-2034.00	Conventional	3.00
29-2035.00	Realistic	5.00
29-2035.00	Investigative	3.33
29-2035.00	Artistic	1.67
29-2035.00	Social	3.67
29-2035.00	Enterprising	2.33
29-2035.00	Conventional	4.33
29-2041.00	Realistic	4.33
29-2041.00	Investigative	4.67
29-2041.00	Artistic	1.33
29-2041.00	Social	6.33
29-2041.00	Enterprising	4.00
29-2041.00	Conventional	2.67
29-2051.00	Realistic	4.00
29-2051.00	Investigative	4.33
29-2051.00	Artistic	1.67
29-2051.00	Social	6.33
29-2051.00	Enterprising	2.67
29-2051.00	Conventional	2.33
29-2052.00	Realistic	5.00
29-2052.00	Investigative	3.00
29-2052.00	Artistic	1.00
29-2052.00	Social	3.67
29-2052.00	Enterprising	2.67
29-2052.00	Conventional	7.00
29-2053.00	Realistic	3.67
29-2053.00	Investigative	3.00
29-2053.00	Artistic	1.67
29-2053.00	Social	6.67
29-2053.00	Enterprising	3.67
29-2053.00	Conventional	2.67
29-2054.00	Realistic	4.67
29-2054.00	Investigative	4.67
29-2054.00	Artistic	1.67
29-2054.00	Social	7.00
29-2054.00	Enterprising	1.33
29-2054.00	Conventional	4.33
29-2055.00	Realistic	6.00
29-2055.00	Investigative	2.33
29-2055.00	Artistic	1.00
29-2055.00	Social	5.00
29-2055.00	Enterprising	2.33
29-2055.00	Conventional	4.00
29-2056.00	Realistic	7.00
29-2056.00	Investigative	6.00
29-2056.00	Artistic	1.67
29-2056.00	Social	3.00
29-2056.00	Enterprising	2.33
29-2056.00	Conventional	3.67
29-2057.00	Realistic	3.67
29-2057.00	Investigative	2.67
29-2057.00	Artistic	1.33
29-2057.00	Social	4.33
29-2057.00	Enterprising	2.33
29-2057.00	Conventional	5.00
29-2061.00	Realistic	5.00
29-2061.00	Investigative	3.33
29-2061.00	Artistic	1.33
29-2061.00	Social	7.00
29-2061.00	Enterprising	2.33
29-2061.00	Conventional	3.67
29-2071.00	Realistic	2.00
29-2071.00	Investigative	1.00
29-2071.00	Artistic	1.00
29-2071.00	Social	2.33
29-2071.00	Enterprising	3.67
29-2071.00	Conventional	7.00
29-2081.00	Realistic	4.33
29-2081.00	Investigative	1.67
29-2081.00	Artistic	1.67
29-2081.00	Social	4.33
29-2081.00	Enterprising	6.33
29-2081.00	Conventional	5.33
29-2091.00	Realistic	5.00
29-2091.00	Investigative	4.67
29-2091.00	Artistic	2.33
29-2091.00	Social	7.00
29-2091.00	Enterprising	2.00
29-2091.00	Conventional	2.00
29-2092.00	Realistic	4.00
29-2092.00	Investigative	6.00
29-2092.00	Artistic	1.67
29-2092.00	Social	6.00
29-2092.00	Enterprising	3.00
29-2092.00	Conventional	2.67
29-2099.01	Realistic	6.33
29-2099.01	Investigative	5.00
29-2099.01	Artistic	1.33
29-2099.01	Social	3.33
29-2099.01	Enterprising	2.67
29-2099.01	Conventional	3.67
29-2099.05	Realistic	4.00
29-2099.05	Investigative	4.00
29-2099.05	Artistic	1.33
29-2099.05	Social	3.33
29-2099.05	Enterprising	3.67
29-2099.05	Conventional	4.33
29-2099.06	Realistic	6.33
29-2099.06	Investigative	3.00
29-2099.06	Artistic	1.33
29-2099.06	Social	3.67
29-2099.06	Enterprising	3.00
29-2099.06	Conventional	4.00
29-2099.07	Realistic	4.00
29-2099.07	Investigative	3.33
29-2099.07	Artistic	1.33
29-2099.07	Social	5.00
29-2099.07	Enterprising	1.67
29-2099.07	Conventional	6.33
29-9011.00	Realistic	4.00
29-9011.00	Investigative	6.67
29-9011.00	Artistic	1.33
29-9011.00	Social	4.00
29-9011.00	Enterprising	2.67
29-9011.00	Conventional	5.33
29-9012.00	Realistic	5.00
29-9012.00	Investigative	4.00
29-9012.00	Artistic	1.33
29-9012.00	Social	3.33
29-9012.00	Enterprising	3.00
29-9012.00	Conventional	7.00
29-9091.00	Realistic	5.33
29-9091.00	Investigative	4.33
29-9091.00	Artistic	2.00
29-9091.00	Social	6.67
29-9091.00	Enterprising	3.00
29-9091.00	Conventional	1.67
29-9092.00	Realistic	1.00
29-9092.00	Investigative	6.33
29-9092.00	Artistic	4.00
29-9092.00	Social	6.67
29-9092.00	Enterprising	2.33
29-9092.00	Conventional	2.67
29-9099.01	Realistic	3.67
29-9099.01	Investigative	2.67
29-9099.01	Artistic	2.00
29-9099.01	Social	7.00
29-9099.01	Enterprising	2.67
29-9099.01	Conventional	1.33
31-1011.00	Realistic	5.00
31-1011.00	Investigative	2.00
31-1011.00	Artistic	2.00
31-1011.00	Social	7.00
31-1011.00	Enterprising	2.33
31-1011.00	Conventional	2.67
31-1013.00	Realistic	4.67
31-1013.00	Investigative	2.33
31-1013.00	Artistic	2.33
31-1013.00	Social	7.00
31-1013.00	Enterprising	2.00
31-1013.00	Conventional	4.67
31-1014.00	Realistic	4.33
31-1014.00	Investigative	1.67
31-1014.00	Artistic	1.33
31-1014.00	Social	6.67
31-1014.00	Enterprising	1.67
31-1014.00	Conventional	5.67
31-1015.00	Realistic	5.33
31-1015.00	Investigative	1.00
31-1015.00	Artistic	1.00
31-1015.00	Social	3.33
31-1015.00	Enterprising	1.33
31-1015.00	Conventional	6.33
31-2011.00	Realistic	4.33
31-2011.00	Investigative	3.33
31-2011.00	Artistic	3.00
31-2011.00	Social	7.00
31-2011.00	Enterprising	1.67
31-2011.00	Conventional	2.67
31-2012.00	Realistic	4.67
31-2012.00	Investigative	2.00
31-2012.00	Artistic	2.00
31-2012.00	Social	7.00
31-2012.00	Enterprising	2.00
31-2012.00	Conventional	3.33
31-2021.00	Realistic	5.33
31-2021.00	Investigative	4.00
31-2021.00	Artistic	1.67
31-2021.00	Social	6.67
31-2021.00	Enterprising	2.33
31-2021.00	Conventional	2.67
31-2022.00	Realistic	5.67
31-2022.00	Investigative	1.67
31-2022.00	Artistic	1.33
31-2022.00	Social	6.67
31-2022.00	Enterprising	2.33
31-2022.00	Conventional	2.67
31-9011.00	Realistic	5.67
31-9011.00	Investigative	3.67
31-9011.00	Artistic	1.67
31-9011.00	Social	6.33
31-9011.00	Enterprising	2.33
31-9011.00	Conventional	3.00
31-9091.00	Realistic	5.67
31-9091.00	Investigative	3.33
31-9091.00	Artistic	1.33
31-9091.00	Social	4.67
31-9091.00	Enterprising	2.67
31-9091.00	Conventional	6.00
31-9092.00	Realistic	4.33
31-9092.00	Investigative	3.00
31-9092.00	Artistic	1.33
31-9092.00	Social	6.33
31-9092.00	Enterprising	2.33
31-9092.00	Conventional	6.33
31-9093.00	Realistic	6.33
31-9093.00	Investigative	3.67
31-9093.00	Artistic	1.00
31-9093.00	Social	2.00
31-9093.00	Enterprising	2.00
31-9093.00	Conventional	6.00
31-9094.00	Realistic	4.00
31-9094.00	Investigative	3.33
31-9094.00	Artistic	2.33
31-9094.00	Social	2.00
31-9094.00	Enterprising	2.67
31-9094.00	Conventional	7.00
31-9095.00	Realistic	4.67
31-9095.00	Investigative	2.67
31-9095.00	Artistic	1.00
31-9095.00	Social	3.33
31-9095.00	Enterprising	3.33
31-9095.00	Conventional	7.00
31-9096.00	Realistic	6.67
31-9096.00	Investigative	4.00
31-9096.00	Artistic	2.00
31-9096.00	Social	4.33
31-9096.00	Enterprising	2.00
31-9096.00	Conventional	2.67
31-9097.00	Realistic	5.00
31-9097.00	Investigative	4.00
31-9097.00	Artistic	1.00
31-9097.00	Social	4.00
31-9097.00	Enterprising	2.00
31-9097.00	Conventional	5.67
31-9099.01	Realistic	3.00
31-9099.01	Investigative	3.00
31-9099.01	Artistic	2.00
31-9099.01	Social	6.33
31-9099.01	Enterprising	2.67
31-9099.01	Conventional	5.67
31-9099.02	Realistic	6.67
31-9099.02	Investigative	4.67
31-9099.02	Artistic	1.00
31-9099.02	Social	2.33
31-9099.02	Enterprising	1.67
31-9099.02	Conventional	4.33
33-1011.00	Realistic	4.67
33-1011.00	Investigative	2.00
33-1011.00	Artistic	1.00
33-1011.00	Social	4.00
33-1011.00	Enterprising	7.00
33-1011.00	Conventional	5.00
33-1012.00	Realistic	3.67
33-1012.00	Investigative	2.33
33-1012.00	Artistic	1.33
33-1012.00	Social	4.67
33-1012.00	Enterprising	7.00
33-1012.00	Conventional	4.33
33-1021.01	Realistic	5.67
33-1021.01	Investigative	2.67
33-1021.01	Artistic	1.33
33-1021.01	Social	5.33
33-1021.01	Enterprising	7.00
33-1021.01	Conventional	3.00
33-1021.02	Realistic	5.67
33-1021.02	Investigative	3.00
33-1021.02	Artistic	1.00
33-1021.02	Social	2.67
33-1021.02	Enterprising	7.00
33-1021.02	Conventional	4.00
33-2011.01	Realistic	7.00
33-2011.01	Investigative	2.33
33-2011.01	Artistic	1.33
33-2011.01	Social	5.33
33-2011.01	Enterprising	3.67
33-2011.01	Conventional	1.33
33-2011.02	Realistic	7.00
33-2011.02	Investigative	3.67
33-2011.02	Artistic	1.00
33-2011.02	Social	4.33
33-2011.02	Enterprising	3.00
33-2011.02	Conventional	3.00
33-2021.01	Realistic	6.00
33-2021.01	Investigative	3.33
33-2021.01	Artistic	1.33
33-2021.01	Social	3.67
33-2021.01	Enterprising	3.67
33-2021.01	Conventional	6.33
33-2021.02	Realistic	6.00
33-2021.02	Investigative	6.00
33-2021.02	Artistic	1.33
33-2021.02	Social	3.33
33-2021.02	Enterprising	3.67
33-2021.02	Conventional	4.67
33-2022.00	Realistic	6.33
33-2022.00	Investigative	3.00
33-2022.00	Artistic	1.00
33-2022.00	Social	2.33
33-2022.00	Enterprising	4.67
33-2022.00	Conventional	5.67
33-3011.00	Realistic	6.33
33-3011.00	Investigative	1.67
33-3011.00	Artistic	1.00
33-3011.00	Social	2.67
33-3011.00	Enterprising	4.67
33-3011.00	Conventional	4.67
33-3012.00	Realistic	6.67
33-3012.00	Investigative	2.00
33-3012.00	Artistic	1.00
33-3012.00	Social	2.67
33-3012.00	Enterprising	5.00
33-3012.00	Conventional	4.67
33-3021.01	Realistic	3.67
33-3021.01	Investigative	5.67
33-3021.01	Artistic	1.33
33-3021.01	Social	3.33
33-3021.01	Enterprising	5.67
33-3021.01	Conventional	3.67
33-3021.02	Realistic	5.67
33-3021.02	Investigative	4.00
33-3021.02	Artistic	1.33
33-3021.02	Social	2.00
33-3021.02	Enterprising	3.00
33-3021.02	Conventional	6.33
33-3021.03	Realistic	3.67
33-3021.03	Investigative	5.33
33-3021.03	Artistic	1.33
33-3021.03	Social	2.67
33-3021.03	Enterprising	6.67
33-3021.03	Conventional	3.67
33-3021.05	Realistic	4.67
33-3021.05	Investigative	2.00
33-3021.05	Artistic	1.00
33-3021.05	Social	2.33
33-3021.05	Enterprising	5.33
33-3021.05	Conventional	6.33
33-3021.06	Realistic	3.00
33-3021.06	Investigative	6.33
33-3021.06	Artistic	2.33
33-3021.06	Social	2.33
33-3021.06	Enterprising	4.67
33-3021.06	Conventional	4.67
33-3031.00	Realistic	7.00
33-3031.00	Investigative	5.00
33-3031.00	Artistic	1.67
33-3031.00	Social	3.67
33-3031.00	Enterprising	2.00
33-3031.00	Conventional	3.00
33-3041.00	Realistic	7.00
33-3041.00	Investigative	1.33
33-3041.00	Artistic	1.00
33-3041.00	Social	2.67
33-3041.00	Enterprising	3.33
33-3041.00	Conventional	5.00
33-3051.01	Realistic	5.67
33-3051.01	Investigative	2.00
33-3051.01	Artistic	1.00
33-3051.01	Social	4.00
33-3051.01	Enterprising	5.33
33-3051.01	Conventional	4.33
33-3051.03	Realistic	6.00
33-3051.03	Investigative	2.00
33-3051.03	Artistic	1.33
33-3051.03	Social	5.33
33-3051.03	Enterprising	6.67
33-3051.03	Conventional	3.00
33-3052.00	Realistic	6.67
33-3052.00	Investigative	2.67
33-3052.00	Artistic	1.00
33-3052.00	Social	2.00
33-3052.00	Enterprising	4.67
33-3052.00	Conventional	4.33
33-9011.00	Realistic	6.67
33-9011.00	Investigative	3.33
33-9011.00	Artistic	1.33
33-9011.00	Social	4.00
33-9011.00	Enterprising	2.00
33-9011.00	Conventional	4.00
33-9021.00	Realistic	3.67
33-9021.00	Investigative	3.00
33-9021.00	Artistic	1.33
33-9021.00	Social	3.33
33-9021.00	Enterprising	6.67
33-9021.00	Conventional	5.00
33-9031.00	Realistic	6.33
33-9031.00	Investigative	2.00
33-9031.00	Artistic	1.33
33-9031.00	Social	1.67
33-9031.00	Enterprising	4.33
33-9031.00	Conventional	5.67
33-9032.00	Realistic	7.00
33-9032.00	Investigative	2.33
33-9032.00	Artistic	1.33
33-9032.00	Social	3.33
33-9032.00	Enterprising	4.33
33-9032.00	Conventional	5.33
33-9091.00	Realistic	4.00
33-9091.00	Investigative	1.00
33-9091.00	Artistic	1.33
33-9091.00	Social	5.67
33-9091.00	Enterprising	5.33
33-9091.00	Conventional	2.00
33-9092.00	Realistic	6.33
33-9092.00	Investigative	2.67
33-9092.00	Artistic	1.00
33-9092.00	Social	6.00
33-9092.00	Enterprising	3.00
33-9092.00	Conventional	2.67
33-9093.00	Realistic	5.67
33-9093.00	Investigative	1.67
33-9093.00	Artistic	1.00
33-9093.00	Social	2.67
33-9093.00	Enterprising	5.67
33-9093.00	Conventional	4.33
33-9099.02	Realistic	3.33
33-9099.02	Investigative	3.33
33-9099.02	Artistic	1.67
33-9099.02	Social	1.67
33-9099.02	Enterprising	6.00
33-9099.02	Conventional	6.00
35-1011.00	Realistic	5.67
35-1011.00	Investigative	1.33
35-1011.00	Artistic	4.67
35-1011.00	Social	3.33
35-1011.00	Enterprising	7.00
35-1011.00	Conventional	2.67
35-1012.00	Realistic	4.33
35-1012.00	Investigative	1.33
35-1012.00	Artistic	1.67
35-1012.00	Social	3.67
35-1012.00	Enterprising	7.00
35-1012.00	Conventional	6.00
35-2011.00	Realistic	6.67
35-2011.00	Investigative	1.67
35-2011.00	Artistic	1.00
35-2011.00	Social	2.67
35-2011.00	Enterprising	3.00
35-2011.00	Conventional	5.67
35-2012.00	Realistic	6.00
35-2012.00	Investigative	1.00
35-2012.00	Artistic	2.67
35-2012.00	Social	3.67
35-2012.00	Enterprising	3.67
35-2012.00	Conventional	5.67
35-2013.00	Realistic	4.67
35-2013.00	Investigative	2.00
35-2013.00	Artistic	6.33
35-2013.00	Social	2.67
35-2013.00	Enterprising	3.67
35-2013.00	Conventional	4.00
35-2014.00	Realistic	6.67
35-2014.00	Investigative	1.33
35-2014.00	Artistic	3.33
35-2014.00	Social	2.33
35-2014.00	Enterprising	4.00
35-2014.00	Conventional	3.33
35-2015.00	Realistic	6.67
35-2015.00	Investigative	1.00
35-2015.00	Artistic	2.00
35-2015.00	Social	2.67
35-2015.00	Enterprising	3.00
35-2015.00	Conventional	5.67
35-2021.00	Realistic	6.67
35-2021.00	Investigative	1.67
35-2021.00	Artistic	1.33
35-2021.00	Social	2.67
35-2021.00	Enterprising	2.67
35-2021.00	Conventional	6.00
35-3011.00	Realistic	4.33
35-3011.00	Investigative	1.33
35-3011.00	Artistic	2.00
35-3011.00	Social	3.67
35-3011.00	Enterprising	5.67
35-3011.00	Conventional	5.67
35-3021.00	Realistic	5.67
35-3021.00	Investigative	1.00
35-3021.00	Artistic	1.33
35-3021.00	Social	3.33
35-3021.00	Enterprising	4.00
35-3021.00	Conventional	6.67
35-3022.00	Realistic	5.67
35-3022.00	Investigative	1.00
35-3022.00	Artistic	1.33
35-3022.00	Social	5.33
35-3022.00	Enterprising	3.67
35-3022.00	Conventional	2.00
35-3022.01	Realistic	4.67
35-3022.01	Investigative	1.00
35-3022.01	Artistic	3.33
35-3022.01	Social	3.67
35-3022.01	Enterprising	4.67
35-3022.01	Conventional	4.67
35-3031.00	Realistic	4.33
35-3031.00	Investigative	1.00
35-3031.00	Artistic	2.33
35-3031.00	Social	5.67
35-3031.00	Enterprising	5.33
35-3031.00	Conventional	5.00
35-3041.00	Realistic	4.33
35-3041.00	Investigative	1.00
35-3041.00	Artistic	1.33
35-3041.00	Social	6.33
35-3041.00	Enterprising	4.00
35-3041.00	Conventional	2.67
35-9011.00	Realistic	7.00
35-9011.00	Investigative	1.33
35-9011.00	Artistic	1.00
35-9011.00	Social	3.67
35-9011.00	Enterprising	2.67
35-9011.00	Conventional	4.67
35-9021.00	Realistic	7.00
35-9021.00	Investigative	1.33
35-9021.00	Artistic	1.00
35-9021.00	Social	1.33
35-9021.00	Enterprising	2.33
35-9021.00	Conventional	4.00
35-9031.00	Realistic	3.00
35-9031.00	Investigative	1.00
35-9031.00	Artistic	1.33
35-9031.00	Social	4.33
35-9031.00	Enterprising	6.00
35-9031.00	Conventional	3.00
37-1011.00	Realistic	5.00
37-1011.00	Investigative	1.33
37-1011.00	Artistic	1.33
37-1011.00	Social	2.67
37-1011.00	Enterprising	7.00
37-1011.00	Conventional	5.33
37-1012.00	Realistic	5.67
37-1012.00	Investigative	2.00
37-1012.00	Artistic	1.33
37-1012.00	Social	2.67
37-1012.00	Enterprising	7.00
37-1012.00	Conventional	5.00
37-2011.00	Realistic	6.67
37-2011.00	Investigative	1.00
37-2011.00	Artistic	1.00
37-2011.00	Social	1.33
37-2011.00	Enterprising	2.67
37-2011.00	Conventional	3.67
37-2012.00	Realistic	6.67
37-2012.00	Investigative	1.33
37-2012.00	Artistic	1.00
37-2012.00	Social	3.00
37-2012.00	Enterprising	2.33
37-2012.00	Conventional	5.00
37-2021.00	Realistic	7.00
37-2021.00	Investigative	2.00
37-2021.00	Artistic	1.33
37-2021.00	Social	2.00
37-2021.00	Enterprising	3.00
37-2021.00	Conventional	4.00
37-3011.00	Realistic	7.00
37-3011.00	Investigative	3.00
37-3011.00	Artistic	3.00
37-3011.00	Social	1.33
37-3011.00	Enterprising	2.67
37-3011.00	Conventional	4.33
37-3012.00	Realistic	6.67
37-3012.00	Investigative	2.67
37-3012.00	Artistic	1.00
37-3012.00	Social	1.00
37-3012.00	Enterprising	2.33
37-3012.00	Conventional	3.67
37-3013.00	Realistic	7.00
37-3013.00	Investigative	1.33
37-3013.00	Artistic	1.33
37-3013.00	Social	1.33
37-3013.00	Enterprising	2.33
37-3013.00	Conventional	2.33
39-1011.00	Realistic	3.33
39-1011.00	Investigative	1.33
39-1011.00	Artistic	1.33
39-1011.00	Social	3.67
39-1011.00	Enterprising	7.00
39-1011.00	Conventional	5.00
39-1012.00	Realistic	6.33
39-1012.00	Investigative	1.67
39-1012.00	Artistic	1.00
39-1012.00	Social	2.67
39-1012.00	Enterprising	4.67
39-1012.00	Conventional	6.33
39-1021.00	Realistic	2.33
39-1021.00	Investigative	1.00
39-1021.00	Artistic	2.33
39-1021.00	Social	4.67
39-1021.00	Enterprising	7.00
39-1021.00	Conventional	5.00
39-1021.01	Realistic	3.33
39-1021.01	Investigative	1.00
39-1021.01	Artistic	2.00
39-1021.01	Social	4.33
39-1021.01	Enterprising	7.00
39-1021.01	Conventional	5.00
39-2011.00	Realistic	7.00
39-2011.00	Investigative	3.67
39-2011.00	Artistic	2.00
39-2011.00	Social	3.67
39-2011.00	Enterprising	2.67
39-2011.00	Conventional	3.67
39-2021.00	Realistic	6.67
39-2021.00	Investigative	2.33
39-2021.00	Artistic	1.00
39-2021.00	Social	3.33
39-2021.00	Enterprising	3.00
39-2021.00	Conventional	5.33
39-3011.00	Realistic	5.00
39-3011.00	Investigative	2.00
39-3011.00	Artistic	1.00
39-3011.00	Social	2.33
39-3011.00	Enterprising	5.33
39-3011.00	Conventional	7.00
39-3012.00	Realistic	4.33
39-3012.00	Investigative	1.00
39-3012.00	Artistic	1.33
39-3012.00	Social	3.00
39-3012.00	Enterprising	5.33
39-3012.00	Conventional	6.67
39-3021.00	Realistic	6.67
39-3021.00	Investigative	3.00
39-3021.00	Artistic	1.33
39-3021.00	Social	1.00
39-3021.00	Enterprising	1.67
39-3021.00	Conventional	5.00
39-3031.00	Realistic	4.33
39-3031.00	Investigative	1.00
39-3031.00	Artistic	1.33
39-3031.00	Social	5.00
39-3031.00	Enterprising	4.67
39-3031.00	Conventional	5.00
39-3091.00	Realistic	4.33
39-3091.00	Investigative	1.00
39-3091.00	Artistic	1.33
39-3091.00	Social	3.33
39-3091.00	Enterprising	6.00
39-3091.00	Conventional	5.33
39-3092.00	Realistic	4.67
39-3092.00	Investigative	1.00
39-3092.00	Artistic	3.67
39-3092.00	Social	3.33
39-3092.00	Enterprising	2.33
39-3092.00	Conventional	6.67
39-3093.00	Realistic	2.33
39-3093.00	Investigative	1.00
39-3093.00	Artistic	1.33
39-3093.00	Social	6.33
39-3093.00	Enterprising	4.33
39-3093.00	Conventional	3.33
39-4011.00	Realistic	6.67
39-4011.00	Investigative	4.00
39-4011.00	Artistic	1.33
39-4011.00	Social	3.00
39-4011.00	Enterprising	3.33
39-4011.00	Conventional	4.67
39-4021.00	Realistic	4.33
39-4021.00	Investigative	1.00
39-4021.00	Artistic	2.00
39-4021.00	Social	6.33
39-4021.00	Enterprising	4.33
39-4021.00	Conventional	2.67
39-4031.00	Realistic	3.00
39-4031.00	Investigative	1.00
39-4031.00	Artistic	1.67
39-4031.00	Social	5.33
39-4031.00	Enterprising	7.00
39-4031.00	Conventional	4.33
39-5011.00	Realistic	6.00
39-5011.00	Investigative	1.67
39-5011.00	Artistic	2.33
39-5011.00	Social	3.33
39-5011.00	Enterprising	4.33
39-5011.00	Conventional	4.33
39-5012.00	Realistic	4.33
39-5012.00	Investigative	1.33
39-5012.00	Artistic	6.33
39-5012.00	Social	4.67
39-5012.00	Enterprising	5.33
39-5012.00	Conventional	3.33
39-5091.00	Realistic	5.00
39-5091.00	Investigative	2.00
39-5091.00	Artistic	7.00
39-5091.00	Social	3.00
39-5091.00	Enterprising	2.67
39-5091.00	Conventional	1.00
39-5092.00	Realistic	5.67
39-5092.00	Investigative	1.00
39-5092.00	Artistic	2.33
39-5092.00	Social	4.33
39-5092.00	Enterprising	5.00
39-5092.00	Conventional	4.33
39-5093.00	Realistic	5.67
39-5093.00	Investigative	1.00
39-5093.00	Artistic	1.00
39-5093.00	Social	3.67
39-5093.00	Enterprising	4.00
39-5093.00	Conventional	4.00
39-5094.00	Realistic	4.67
39-5094.00	Investigative	1.00
39-5094.00	Artistic	3.33
39-5094.00	Social	4.67
39-5094.00	Enterprising	6.67
39-5094.00	Conventional	2.00
39-6011.00	Realistic	7.00
39-6011.00	Investigative	1.00
39-6011.00	Artistic	1.00
39-6011.00	Social	3.33
39-6011.00	Enterprising	3.00
39-6011.00	Conventional	4.33
39-6012.00	Realistic	2.67
39-6012.00	Investigative	1.00
39-6012.00	Artistic	2.67
39-6012.00	Social	5.67
39-6012.00	Enterprising	5.33
39-6012.00	Conventional	3.33
39-7011.00	Realistic	2.33
39-7011.00	Investigative	1.33
39-7011.00	Artistic	2.67
39-7011.00	Social	6.67
39-7011.00	Enterprising	4.67
39-7011.00	Conventional	1.33
39-7012.00	Realistic	3.00
39-7012.00	Investigative	2.00
39-7012.00	Artistic	2.67
39-7012.00	Social	4.00
39-7012.00	Enterprising	6.33
39-7012.00	Conventional	5.67
39-9011.00	Realistic	2.67
39-9011.00	Investigative	1.67
39-9011.00	Artistic	5.00
39-9011.00	Social	7.00
39-9011.00	Enterprising	3.00
39-9011.00	Conventional	3.33
39-9011.01	Realistic	2.67
39-9011.01	Investigative	1.33
39-9011.01	Artistic	4.00
39-9011.01	Social	7.00
39-9011.01	Enterprising	4.00
39-9011.01	Conventional	4.00
39-9021.00	Realistic	5.33
39-9021.00	Investigative	1.67
39-9021.00	Artistic	1.33
39-9021.00	Social	7.00
39-9021.00	Enterprising	2.33
39-9021.00	Conventional	4.33
39-9031.00	Realistic	5.33
39-9031.00	Investigative	1.67
39-9031.00	Artistic	3.00
39-9031.00	Social	7.00
39-9031.00	Enterprising	4.33
39-9031.00	Conventional	1.33
39-9032.00	Realistic	3.67
39-9032.00	Investigative	1.00
39-9032.00	Artistic	4.33
