onet	ks	element_name	level	importance
45-2092.02	knowledge	Customer and Personal Service	1.51	2.15
45-2092.02	knowledge	Personnel and Human Resources	1.24	2.47
45-2092.02	knowledge	Transportation	1.50	2.29
45-2092.02	knowledge	Production and Processing	2.37	2.17
45-2092.02	knowledge	Food Production	2.73	2.36
45-2092.02	knowledge	Computers and Electronics	0.25	1.13
45-2092.02	knowledge	Engineering and Technology	0.35	1.63
45-2092.02	knowledge	Design	0.51	1.62
45-2092.02	knowledge	Building and Construction	0.94	1.64
45-2092.02	knowledge	Mechanical	1.81	2.60
45-2092.02	knowledge	Mathematics	1.66	1.94
45-2092.02	knowledge	Physics	0.82	1.59
45-2092.02	knowledge	Chemistry	1.55	2.08
45-2092.02	knowledge	Biology	1.46	1.88
45-2092.02	knowledge	Psychology	0.66	1.50
45-2092.02	knowledge	Sociology and Anthropology	0.17	1.11
45-2092.02	knowledge	Geography	0.63	1.22
45-2092.02	knowledge	Medicine and Dentistry	0.06	1.04
45-2092.02	knowledge	Therapy and Counseling	0.84	1.42
45-2092.02	knowledge	Education and Training	2.51	1.93
45-2092.02	knowledge	English Language	2.16	2.20
45-2092.02	knowledge	Foreign Language	0.27	1.23
45-2092.02	knowledge	Fine Arts	0.01	1.01
45-2092.02	knowledge	History and Archeology	0.03	1.02
45-2092.02	knowledge	Philosophy and Theology	0.22	1.10
45-2092.02	knowledge	Public Safety and Security	1.19	2.21
45-2092.02	knowledge	Law and Government	0.84	1.46
45-2092.02	knowledge	Telecommunications	0.16	1.13
45-2092.02	knowledge	Communications and Media	0.90	1.85
45-2093.00	knowledge	Administration and Management	3.20	2.98
45-2093.00	knowledge	Clerical	2.51	1.97
45-2093.00	knowledge	Economics and Accounting	1.16	1.81
45-2093.00	knowledge	Sales and Marketing	1.84	2.18
45-2093.00	knowledge	Customer and Personal Service	3.12	2.83
45-2093.00	knowledge	Personnel and Human Resources	1.99	2.47
45-2093.00	knowledge	Transportation	2.09	2.11
45-2093.00	knowledge	Production and Processing	2.79	2.69
45-2093.00	knowledge	Food Production	2.65	2.61
45-2093.00	knowledge	Computers and Electronics	1.08	1.45
45-2093.00	knowledge	Engineering and Technology	1.90	1.70
45-2093.00	knowledge	Design	1.35	1.68
45-2093.00	knowledge	Building and Construction	2.18	2.16
45-2093.00	knowledge	Mechanical	2.79	2.51
45-2093.00	knowledge	Mathematics	1.68	2.16
45-2093.00	knowledge	Physics	1.01	1.42
45-2093.00	knowledge	Chemistry	1.68	1.74
45-2093.00	knowledge	Biology	2.68	2.75
45-2093.00	knowledge	Psychology	0.91	1.60
45-2093.00	knowledge	Sociology and Anthropology	0.11	1.07
45-2093.00	knowledge	Geography	0.51	1.25
45-2093.00	knowledge	Medicine and Dentistry	1.08	1.62
45-2093.00	knowledge	Therapy and Counseling	0.77	1.39
45-2093.00	knowledge	Education and Training	1.87	2.04
45-2093.00	knowledge	English Language	2.39	2.64
45-2093.00	knowledge	Foreign Language	0.06	1.17
45-2093.00	knowledge	Fine Arts	0.01	1.01
45-2093.00	knowledge	History and Archeology	0.10	1.06
45-2093.00	knowledge	Philosophy and Theology	0.26	1.17
45-2093.00	knowledge	Public Safety and Security	2.36	2.44
45-2093.00	knowledge	Law and Government	1.60	1.97
45-2093.00	knowledge	Telecommunications	0.63	1.45
45-2093.00	knowledge	Communications and Media	0.89	1.46
45-3011.00	knowledge	Administration and Management	2.40	2.50
45-3011.00	knowledge	Clerical	1.73	1.83
45-3011.00	knowledge	Economics and Accounting	1.08	1.85
45-3011.00	knowledge	Sales and Marketing	1.62	1.90
45-3011.00	knowledge	Customer and Personal Service	1.67	1.97
45-3011.00	knowledge	Personnel and Human Resources	1.81	2.10
45-3011.00	knowledge	Transportation	3.56	3.19
45-3011.00	knowledge	Production and Processing	3.09	3.04
45-3011.00	knowledge	Food Production	4.23	3.72
45-3011.00	knowledge	Computers and Electronics	3.04	2.93
45-3011.00	knowledge	Engineering and Technology	2.57	2.23
45-3011.00	knowledge	Design	1.76	1.88
45-3011.00	knowledge	Building and Construction	1.88	1.75
45-3011.00	knowledge	Mechanical	4.21	3.68
45-3011.00	knowledge	Mathematics	2.22	2.29
45-3011.00	knowledge	Physics	1.82	1.81
45-3011.00	knowledge	Chemistry	2.45	2.30
45-3011.00	knowledge	Biology	2.47	2.37
45-3011.00	knowledge	Psychology	2.48	2.12
45-3011.00	knowledge	Sociology and Anthropology	0.78	1.42
45-3011.00	knowledge	Geography	3.20	3.15
45-3011.00	knowledge	Medicine and Dentistry	1.17	1.66
45-3011.00	knowledge	Therapy and Counseling	1.02	1.50
45-3011.00	knowledge	Education and Training	2.93	2.44
45-3011.00	knowledge	English Language	1.90	2.51
45-3011.00	knowledge	Foreign Language	0.97	1.62
45-3011.00	knowledge	Fine Arts	0.04	1.04
45-3011.00	knowledge	History and Archeology	0.31	1.19
45-3011.00	knowledge	Philosophy and Theology	0.42	1.11
45-3011.00	knowledge	Public Safety and Security	2.76	2.76
45-3011.00	knowledge	Law and Government	2.71	2.89
45-3011.00	knowledge	Telecommunications	2.34	2.81
45-3011.00	knowledge	Communications and Media	1.30	1.66
45-3021.00	knowledge	Administration and Management	2.74	2.61
45-3021.00	knowledge	Clerical	1.82	1.74
45-3021.00	knowledge	Economics and Accounting	1.70	2.13
45-3021.00	knowledge	Sales and Marketing	2.86	2.74
45-3021.00	knowledge	Customer and Personal Service	3.86	3.43
45-3021.00	knowledge	Personnel and Human Resources	1.32	1.74
45-3021.00	knowledge	Transportation	1.41	1.87
45-3021.00	knowledge	Production and Processing	2.57	2.83
45-3021.00	knowledge	Food Production	1.04	1.57
45-3021.00	knowledge	Computers and Electronics	1.90	2.09
45-3021.00	knowledge	Engineering and Technology	1.32	1.64
45-3021.00	knowledge	Design	1.32	1.55
45-3021.00	knowledge	Building and Construction	2.32	2.14
45-3021.00	knowledge	Mechanical	3.30	2.65
45-3021.00	knowledge	Mathematics	1.74	2.00
45-3021.00	knowledge	Physics	0.61	1.35
45-3021.00	knowledge	Chemistry	1.39	1.74
45-3021.00	knowledge	Biology	3.05	3.22
45-3021.00	knowledge	Psychology	1.26	1.65
45-3021.00	knowledge	Sociology and Anthropology	1.04	1.70
45-3021.00	knowledge	Geography	2.83	2.74
45-3021.00	knowledge	Medicine and Dentistry	1.04	1.52
45-3021.00	knowledge	Therapy and Counseling	0.26	1.09
45-3021.00	knowledge	Education and Training	2.52	2.30
45-3021.00	knowledge	English Language	3.13	2.83
45-3021.00	knowledge	Foreign Language	0.22	1.13
45-3021.00	knowledge	Fine Arts	0.00	1.00
45-3021.00	knowledge	History and Archeology	0.74	1.30
45-3021.00	knowledge	Philosophy and Theology	0.39	1.22
45-3021.00	knowledge	Public Safety and Security	2.43	2.43
45-3021.00	knowledge	Law and Government	3.30	3.48
45-3021.00	knowledge	Telecommunications	0.50	1.61
45-3021.00	knowledge	Communications and Media	1.64	2.00
45-4011.00	knowledge	Administration and Management	3.48	3.19
45-4011.00	knowledge	Clerical	4.38	3.68
45-4011.00	knowledge	Economics and Accounting	3.38	3.28
45-4011.00	knowledge	Sales and Marketing	1.72	1.81
45-4011.00	knowledge	Customer and Personal Service	3.70	3.02
45-4011.00	knowledge	Personnel and Human Resources	2.88	2.74
45-4011.00	knowledge	Transportation	3.59	2.87
45-4011.00	knowledge	Production and Processing	2.07	2.32
45-4011.00	knowledge	Food Production	0.86	1.35
45-4011.00	knowledge	Computers and Electronics	3.78	3.29
45-4011.00	knowledge	Engineering and Technology	2.65	2.28
45-4011.00	knowledge	Design	2.53	2.26
45-4011.00	knowledge	Building and Construction	1.98	2.33
45-4011.00	knowledge	Mechanical	3.30	2.83
45-4011.00	knowledge	Mathematics	3.76	3.30
45-4011.00	knowledge	Physics	1.55	1.65
45-4011.00	knowledge	Chemistry	2.35	2.09
45-4011.00	knowledge	Biology	3.66	3.41
45-4011.00	knowledge	Psychology	2.12	1.98
45-4011.00	knowledge	Sociology and Anthropology	1.11	1.54
45-4011.00	knowledge	Geography	5.04	4.05
45-4011.00	knowledge	Medicine and Dentistry	1.01	1.44
45-4011.00	knowledge	Therapy and Counseling	0.70	1.31
45-4011.00	knowledge	Education and Training	4.87	3.00
45-4011.00	knowledge	English Language	3.73	3.80
45-4011.00	knowledge	Foreign Language	0.44	1.30
45-4011.00	knowledge	Fine Arts	0.03	1.02
45-4011.00	knowledge	History and Archeology	2.21	2.32
45-4011.00	knowledge	Philosophy and Theology	0.43	1.17
45-4011.00	knowledge	Public Safety and Security	3.49	3.71
45-4011.00	knowledge	Law and Government	3.70	3.37
45-4011.00	knowledge	Telecommunications	1.75	2.15
45-4011.00	knowledge	Communications and Media	2.07	2.38
45-4021.00	knowledge	Administration and Management	1.96	2.50
45-4021.00	knowledge	Clerical	0.71	1.60
45-4021.00	knowledge	Economics and Accounting	1.05	2.18
45-4021.00	knowledge	Sales and Marketing	0.59	1.60
45-4021.00	knowledge	Customer and Personal Service	1.89	2.35
45-4021.00	knowledge	Personnel and Human Resources	0.51	1.53
45-4021.00	knowledge	Transportation	1.46	2.07
45-4021.00	knowledge	Production and Processing	2.70	2.73
45-4021.00	knowledge	Food Production	0.44	1.43
45-4021.00	knowledge	Computers and Electronics	0.32	1.21
45-4021.00	knowledge	Engineering and Technology	1.24	2.07
45-4021.00	knowledge	Design	0.96	1.84
45-4021.00	knowledge	Building and Construction	0.26	1.17
45-4021.00	knowledge	Mechanical	3.56	2.86
45-4021.00	knowledge	Mathematics	1.35	2.23
45-4021.00	knowledge	Physics	0.73	1.86
45-4021.00	knowledge	Chemistry	0.70	1.63
45-4021.00	knowledge	Biology	1.31	1.83
45-4021.00	knowledge	Psychology	0.54	1.52
45-4021.00	knowledge	Sociology and Anthropology	0.47	1.38
45-4021.00	knowledge	Geography	1.41	1.81
45-4021.00	knowledge	Medicine and Dentistry	0.80	1.54
45-4021.00	knowledge	Therapy and Counseling	0.48	1.37
45-4021.00	knowledge	Education and Training	2.06	2.07
45-4021.00	knowledge	English Language	0.74	1.62
45-4021.00	knowledge	Foreign Language	0.63	1.36
45-4021.00	knowledge	Fine Arts	0.00	1.00
45-4021.00	knowledge	History and Archeology	0.07	1.03
45-4021.00	knowledge	Philosophy and Theology	0.48	1.35
45-4021.00	knowledge	Public Safety and Security	1.71	2.43
45-4021.00	knowledge	Law and Government	1.45	2.10
45-4021.00	knowledge	Telecommunications	0.18	1.18
45-4021.00	knowledge	Communications and Media	0.93	1.61
45-4022.00	knowledge	Administration and Management	2.11	2.30
45-4022.00	knowledge	Clerical	0.15	1.09
45-4022.00	knowledge	Economics and Accounting	0.03	1.09
45-4022.00	knowledge	Sales and Marketing	0.54	1.18
45-4022.00	knowledge	Customer and Personal Service	1.34	2.08
45-4022.00	knowledge	Personnel and Human Resources	0.75	1.48
45-4022.00	knowledge	Transportation	2.36	2.66
45-4022.00	knowledge	Production and Processing	3.69	3.38
45-4022.00	knowledge	Food Production	0.00	1.00
45-4022.00	knowledge	Computers and Electronics	0.98	1.49
45-4022.00	knowledge	Engineering and Technology	1.77	2.00
45-4022.00	knowledge	Design	1.39	1.70
45-4022.00	knowledge	Building and Construction	0.98	1.50
45-4022.00	knowledge	Mechanical	4.65	4.21
45-4022.00	knowledge	Mathematics	1.12	1.92
45-4022.00	knowledge	Physics	1.72	1.92
45-4022.00	knowledge	Chemistry	0.27	1.07
45-4022.00	knowledge	Biology	1.02	1.56
45-4022.00	knowledge	Psychology	0.99	1.59
45-4022.00	knowledge	Sociology and Anthropology	0.06	1.03
45-4022.00	knowledge	Geography	2.01	1.81
45-4022.00	knowledge	Medicine and Dentistry	0.40	1.52
45-4022.00	knowledge	Therapy and Counseling	0.32	1.16
45-4022.00	knowledge	Education and Training	1.46	1.90
45-4022.00	knowledge	English Language	1.15	1.90
45-4022.00	knowledge	Foreign Language	0.00	1.00
45-4022.00	knowledge	Fine Arts	0.00	1.00
45-4022.00	knowledge	History and Archeology	0.02	1.01
45-4022.00	knowledge	Philosophy and Theology	0.00	1.00
45-4022.00	knowledge	Public Safety and Security	2.96	3.50
45-4022.00	knowledge	Law and Government	1.23	1.88
45-4022.00	knowledge	Telecommunications	0.40	1.24
45-4022.00	knowledge	Communications and Media	0.77	1.24
45-4023.00	knowledge	Administration and Management	2.76	3.03
45-4023.00	knowledge	Clerical	2.12	2.11
45-4023.00	knowledge	Economics and Accounting	1.48	2.27
45-4023.00	knowledge	Sales and Marketing	2.03	2.44
45-4023.00	knowledge	Customer and Personal Service	2.89	3.12
45-4023.00	knowledge	Personnel and Human Resources	1.82	2.09
45-4023.00	knowledge	Transportation	2.38	2.64
45-4023.00	knowledge	Production and Processing	3.95	3.79
45-4023.00	knowledge	Food Production	0.14	1.14
45-4023.00	knowledge	Computers and Electronics	2.50	2.33
45-4023.00	knowledge	Engineering and Technology	1.54	1.98
45-4023.00	knowledge	Design	1.22	1.70
45-4023.00	knowledge	Building and Construction	1.27	1.66
45-4023.00	knowledge	Mechanical	2.72	2.70
45-4023.00	knowledge	Mathematics	3.26	3.33
45-4023.00	knowledge	Physics	0.97	1.54
45-4023.00	knowledge	Chemistry	1.17	1.59
45-4023.00	knowledge	Biology	1.22	1.85
45-4023.00	knowledge	Psychology	1.33	1.70
45-4023.00	knowledge	Sociology and Anthropology	0.52	1.32
45-4023.00	knowledge	Geography	1.80	1.93
45-4023.00	knowledge	Medicine and Dentistry	0.51	1.29
45-4023.00	knowledge	Therapy and Counseling	0.70	1.33
45-4023.00	knowledge	Education and Training	2.84	2.69
45-4023.00	knowledge	English Language	2.33	2.52
45-4023.00	knowledge	Foreign Language	0.69	1.43
45-4023.00	knowledge	Fine Arts	0.14	1.07
45-4023.00	knowledge	History and Archeology	0.47	1.20
45-4023.00	knowledge	Philosophy and Theology	0.62	1.22
45-4023.00	knowledge	Public Safety and Security	1.47	1.96
45-4023.00	knowledge	Law and Government	1.35	1.67
45-4023.00	knowledge	Telecommunications	0.64	1.50
45-4023.00	knowledge	Communications and Media	1.23	1.73
47-1011.00	knowledge	Administration and Management	4.20	3.79
47-1011.00	knowledge	Clerical	3.45	2.94
47-1011.00	knowledge	Economics and Accounting	2.48	2.66
47-1011.00	knowledge	Sales and Marketing	2.42	2.49
47-1011.00	knowledge	Customer and Personal Service	4.84	3.84
47-1011.00	knowledge	Personnel and Human Resources	3.42	3.30
47-1011.00	knowledge	Transportation	3.32	2.98
47-1011.00	knowledge	Production and Processing	4.42	3.93
47-1011.00	knowledge	Food Production	0.31	1.24
47-1011.00	knowledge	Computers and Electronics	3.29	2.67
47-1011.00	knowledge	Engineering and Technology	3.21	2.85
47-1011.00	knowledge	Design	3.47	2.86
47-1011.00	knowledge	Building and Construction	4.68	3.88
47-1011.00	knowledge	Mechanical	4.06	3.70
47-1011.00	knowledge	Mathematics	3.75	3.50
47-1011.00	knowledge	Physics	2.46	2.25
47-1011.00	knowledge	Chemistry	2.32	2.26
47-1011.00	knowledge	Biology	0.91	1.54
47-1011.00	knowledge	Psychology	2.07	2.25
47-1011.00	knowledge	Sociology and Anthropology	0.71	1.45
47-1011.00	knowledge	Geography	1.22	1.90
47-1011.00	knowledge	Medicine and Dentistry	1.10	1.62
47-1011.00	knowledge	Therapy and Counseling	1.29	1.71
47-1011.00	knowledge	Education and Training	4.05	3.45
47-1011.00	knowledge	English Language	3.64	3.66
47-1011.00	knowledge	Foreign Language	1.48	1.89
47-1011.00	knowledge	Fine Arts	0.43	1.27
47-1011.00	knowledge	History and Archeology	0.49	1.27
47-1011.00	knowledge	Philosophy and Theology	0.48	1.41
47-1011.00	knowledge	Public Safety and Security	3.97	3.71
47-1011.00	knowledge	Law and Government	2.47	2.81
47-1011.00	knowledge	Telecommunications	1.65	2.30
47-1011.00	knowledge	Communications and Media	1.81	2.20
47-1011.03	knowledge	Administration and Management	4.39	3.40
47-1011.03	knowledge	Clerical	3.22	2.64
47-1011.03	knowledge	Economics and Accounting	2.50	2.59
47-1011.03	knowledge	Sales and Marketing	3.64	3.17
47-1011.03	knowledge	Customer and Personal Service	5.14	4.28
47-1011.03	knowledge	Personnel and Human Resources	3.01	2.61
47-1011.03	knowledge	Transportation	3.09	2.63
47-1011.03	knowledge	Production and Processing	3.57	2.86
47-1011.03	knowledge	Food Production	0.31	1.15
47-1011.03	knowledge	Computers and Electronics	4.20	3.01
47-1011.03	knowledge	Engineering and Technology	5.01	3.89
47-1011.03	knowledge	Design	4.54	3.88
47-1011.03	knowledge	Building and Construction	4.89	4.26
47-1011.03	knowledge	Mechanical	4.33	3.62
47-1011.03	knowledge	Mathematics	4.29	3.73
47-1011.03	knowledge	Physics	2.73	2.61
47-1011.03	knowledge	Chemistry	2.19	1.90
47-1011.03	knowledge	Biology	0.89	1.47
47-1011.03	knowledge	Psychology	2.11	2.10
47-1011.03	knowledge	Sociology and Anthropology	0.70	1.42
47-1011.03	knowledge	Geography	2.87	2.34
47-1011.03	knowledge	Medicine and Dentistry	0.68	1.38
47-1011.03	knowledge	Therapy and Counseling	1.25	1.54
47-1011.03	knowledge	Education and Training	3.51	2.88
47-1011.03	knowledge	English Language	3.48	3.58
47-1011.03	knowledge	Foreign Language	1.15	1.60
47-1011.03	knowledge	Fine Arts	0.48	1.29
47-1011.03	knowledge	History and Archeology	0.06	1.06
47-1011.03	knowledge	Philosophy and Theology	0.47	1.26
47-1011.03	knowledge	Public Safety and Security	3.50	3.08
47-1011.03	knowledge	Law and Government	2.30	2.51
47-1011.03	knowledge	Telecommunications	2.05	2.14
47-1011.03	knowledge	Communications and Media	1.88	1.99
47-2011.00	knowledge	Administration and Management	2.35	2.74
47-2011.00	knowledge	Clerical	2.17	2.30
47-2011.00	knowledge	Economics and Accounting	1.69	2.11
47-2011.00	knowledge	Sales and Marketing	2.11	2.80
47-2011.00	knowledge	Customer and Personal Service	2.69	3.11
47-2011.00	knowledge	Personnel and Human Resources	2.10	2.44
47-2011.00	knowledge	Transportation	1.50	1.86
47-2011.00	knowledge	Production and Processing	3.39	3.82
47-2011.00	knowledge	Food Production	0.04	1.01
47-2011.00	knowledge	Computers and Electronics	1.72	2.18
47-2011.00	knowledge	Engineering and Technology	3.35	3.01
47-2011.00	knowledge	Design	4.24	4.09
47-2011.00	knowledge	Building and Construction	4.94	3.87
47-2011.00	knowledge	Mechanical	4.72	3.82
47-2011.00	knowledge	Mathematics	4.43	4.09
47-2011.00	knowledge	Physics	2.33	2.41
47-2011.00	knowledge	Chemistry	2.97	2.41
47-2011.00	knowledge	Biology	1.06	1.73
47-2011.00	knowledge	Psychology	1.27	1.77
47-2011.00	knowledge	Sociology and Anthropology	0.28	1.24
47-2011.00	knowledge	Geography	0.50	1.52
47-2011.00	knowledge	Medicine and Dentistry	0.80	1.59
47-2011.00	knowledge	Therapy and Counseling	0.49	1.33
47-2011.00	knowledge	Education and Training	3.09	2.93
47-2011.00	knowledge	English Language	2.18	2.90
47-2011.00	knowledge	Foreign Language	0.89	2.03
47-2011.00	knowledge	Fine Arts	0.00	1.00
47-2011.00	knowledge	History and Archeology	0.41	1.21
47-2011.00	knowledge	Philosophy and Theology	0.61	1.20
47-2011.00	knowledge	Public Safety and Security	2.68	2.88
47-2011.00	knowledge	Law and Government	1.34	2.01
47-2011.00	knowledge	Telecommunications	0.21	1.29
47-2011.00	knowledge	Communications and Media	0.87	1.67
47-2021.00	knowledge	Administration and Management	3.25	3.26
47-2021.00	knowledge	Clerical	1.65	2.17
47-2021.00	knowledge	Economics and Accounting	1.58	2.02
47-2021.00	knowledge	Sales and Marketing	1.94	2.17
47-2021.00	knowledge	Customer and Personal Service	3.15	3.33
47-2021.00	knowledge	Personnel and Human Resources	2.57	2.85
47-2021.00	knowledge	Transportation	2.30	2.75
47-2021.00	knowledge	Production and Processing	2.96	2.99
47-2021.00	knowledge	Food Production	0.57	1.27
47-2021.00	knowledge	Computers and Electronics	1.59	1.86
47-2021.00	knowledge	Engineering and Technology	2.91	2.59
47-2021.00	knowledge	Design	3.75	3.28
47-2021.00	knowledge	Building and Construction	5.24	4.32
47-2021.00	knowledge	Mechanical	2.96	3.46
47-2021.00	knowledge	Mathematics	3.61	3.53
47-2021.00	knowledge	Physics	2.29	2.40
47-2021.00	knowledge	Chemistry	2.72	2.12
47-2021.00	knowledge	Biology	0.30	1.15
47-2021.00	knowledge	Psychology	1.97	2.15
47-2021.00	knowledge	Sociology and Anthropology	1.43	2.07
47-2021.00	knowledge	Geography	1.16	1.61
47-2021.00	knowledge	Medicine and Dentistry	0.78	1.42
47-2021.00	knowledge	Therapy and Counseling	0.50	1.23
47-2021.00	knowledge	Education and Training	4.02	3.06
47-2021.00	knowledge	English Language	2.86	2.97
47-2021.00	knowledge	Foreign Language	1.26	1.87
47-2021.00	knowledge	Fine Arts	0.40	1.34
47-2021.00	knowledge	History and Archeology	0.86	1.43
47-2021.00	knowledge	Philosophy and Theology	0.86	1.42
47-2021.00	knowledge	Public Safety and Security	3.07	3.06
47-2021.00	knowledge	Law and Government	2.46	2.74
47-2021.00	knowledge	Telecommunications	1.04	1.80
47-2021.00	knowledge	Communications and Media	0.97	1.62
47-2022.00	knowledge	Administration and Management	1.39	2.03
47-2022.00	knowledge	Clerical	0.82	1.96
47-2022.00	knowledge	Economics and Accounting	0.33	1.25
47-2022.00	knowledge	Sales and Marketing	0.58	1.36
47-2022.00	knowledge	Customer and Personal Service	0.89	1.52
47-2022.00	knowledge	Personnel and Human Resources	0.59	1.29
47-2022.00	knowledge	Transportation	1.98	2.32
47-2022.00	knowledge	Production and Processing	0.90	1.56
47-2022.00	knowledge	Food Production	0.39	1.20
47-2022.00	knowledge	Computers and Electronics	0.17	1.18
47-2022.00	knowledge	Engineering and Technology	2.15	2.08
47-2022.00	knowledge	Design	3.21	3.38
47-2022.00	knowledge	Building and Construction	5.53	3.99
47-2022.00	knowledge	Mechanical	3.76	3.33
47-2022.00	knowledge	Mathematics	4.54	4.15
47-2022.00	knowledge	Physics	1.72	2.33
47-2022.00	knowledge	Chemistry	2.25	2.23
47-2022.00	knowledge	Biology	0.05	1.04
47-2022.00	knowledge	Psychology	2.46	2.53
47-2022.00	knowledge	Sociology and Anthropology	0.17	1.11
47-2022.00	knowledge	Geography	1.02	1.65
47-2022.00	knowledge	Medicine and Dentistry	0.05	1.03
47-2022.00	knowledge	Therapy and Counseling	0.56	1.28
47-2022.00	knowledge	Education and Training	4.02	3.22
47-2022.00	knowledge	English Language	2.11	2.94
47-2022.00	knowledge	Foreign Language	0.64	2.02
47-2022.00	knowledge	Fine Arts	0.06	1.04
47-2022.00	knowledge	History and Archeology	0.13	1.08
47-2022.00	knowledge	Philosophy and Theology	0.05	1.02
47-2022.00	knowledge	Public Safety and Security	3.14	3.45
47-2022.00	knowledge	Law and Government	1.67	2.26
47-2022.00	knowledge	Telecommunications	0.40	1.64
47-2022.00	knowledge	Communications and Media	1.94	2.21
47-2031.01	knowledge	Administration and Management	3.42	3.28
47-2031.01	knowledge	Clerical	2.71	2.35
47-2031.01	knowledge	Economics and Accounting	1.67	2.14
47-2031.01	knowledge	Sales and Marketing	1.87	2.18
47-2031.01	knowledge	Customer and Personal Service	3.51	3.10
47-2031.01	knowledge	Personnel and Human Resources	2.02	2.30
47-2031.01	knowledge	Transportation	1.91	2.12
47-2031.01	knowledge	Production and Processing	2.65	2.55
47-2031.01	knowledge	Food Production	0.03	1.02
47-2031.01	knowledge	Computers and Electronics	2.03	2.04
47-2031.01	knowledge	Engineering and Technology	3.27	2.69
47-2031.01	knowledge	Design	4.18	3.59
47-2031.01	knowledge	Building and Construction	5.70	4.62
47-2031.01	knowledge	Mechanical	4.63	3.65
47-2031.01	knowledge	Mathematics	4.09	4.14
47-2031.01	knowledge	Physics	2.58	2.26
47-2031.01	knowledge	Chemistry	2.47	2.32
47-2031.01	knowledge	Biology	0.34	1.17
47-2031.01	knowledge	Psychology	2.16	2.35
47-2031.01	knowledge	Sociology and Anthropology	0.63	1.44
47-2031.01	knowledge	Geography	2.00	1.95
47-2031.01	knowledge	Medicine and Dentistry	1.00	1.48
47-2031.01	knowledge	Therapy and Counseling	0.63	1.25
47-2031.01	knowledge	Education and Training	3.67	3.18
47-2031.01	knowledge	English Language	3.65	3.81
47-2031.01	knowledge	Foreign Language	0.29	1.31
47-2031.01	knowledge	Fine Arts	0.21	1.19
47-2031.01	knowledge	History and Archeology	0.24	1.21
47-2031.01	knowledge	Philosophy and Theology	0.95	1.28
47-2031.01	knowledge	Public Safety and Security	3.54	3.43
47-2031.01	knowledge	Law and Government	1.59	1.99
47-2031.01	knowledge	Telecommunications	0.88	1.49
47-2031.01	knowledge	Communications and Media	1.10	1.48
47-2031.02	knowledge	Administration and Management	3.61	3.49
47-2031.02	knowledge	Clerical	1.83	1.98
47-2031.02	knowledge	Economics and Accounting	1.23	1.83
47-2031.02	knowledge	Sales and Marketing	1.20	1.76
47-2031.02	knowledge	Customer and Personal Service	3.49	2.96
47-2031.02	knowledge	Personnel and Human Resources	2.39	2.46
47-2031.02	knowledge	Transportation	1.88	2.34
47-2031.02	knowledge	Production and Processing	3.90	3.21
47-2031.02	knowledge	Food Production	1.01	1.61
47-2031.02	knowledge	Computers and Electronics	2.11	2.41
47-2031.02	knowledge	Engineering and Technology	2.62	2.50
47-2031.02	knowledge	Design	4.32	3.74
47-2031.02	knowledge	Building and Construction	5.00	4.33
47-2031.02	knowledge	Mechanical	4.20	3.61
47-2031.02	knowledge	Mathematics	3.98	3.88
47-2031.02	knowledge	Physics	1.79	2.15
47-2031.02	knowledge	Chemistry	1.90	2.10
47-2031.02	knowledge	Biology	0.90	1.46
47-2031.02	knowledge	Psychology	2.49	2.53
47-2031.02	knowledge	Sociology and Anthropology	1.14	1.53
47-2031.02	knowledge	Geography	1.20	1.68
47-2031.02	knowledge	Medicine and Dentistry	1.17	1.79
47-2031.02	knowledge	Therapy and Counseling	0.75	1.35
47-2031.02	knowledge	Education and Training	3.77	3.11
47-2031.02	knowledge	English Language	2.93	3.35
47-2031.02	knowledge	Foreign Language	0.83	1.49
47-2031.02	knowledge	Fine Arts	1.14	1.64
47-2031.02	knowledge	History and Archeology	0.69	1.51
47-2031.02	knowledge	Philosophy and Theology	1.23	1.61
47-2031.02	knowledge	Public Safety and Security	3.25	2.86
47-2031.02	knowledge	Law and Government	1.68	2.21
47-2031.02	knowledge	Telecommunications	1.40	2.01
47-2031.02	knowledge	Communications and Media	1.96	1.96
47-2041.00	knowledge	Administration and Management	3.24	3.40
47-2041.00	knowledge	Clerical	2.00	2.21
47-2041.00	knowledge	Economics and Accounting	1.57	2.19
47-2041.00	knowledge	Sales and Marketing	2.43	2.50
47-2041.00	knowledge	Customer and Personal Service	4.30	3.67
47-2041.00	knowledge	Personnel and Human Resources	2.16	2.33
47-2041.00	knowledge	Transportation	2.38	2.44
47-2041.00	knowledge	Production and Processing	2.98	3.07
47-2041.00	knowledge	Food Production	0.08	1.08
47-2041.00	knowledge	Computers and Electronics	1.03	1.63
47-2041.00	knowledge	Engineering and Technology	1.77	2.04
47-2041.00	knowledge	Design	3.34	2.72
47-2041.00	knowledge	Building and Construction	3.65	3.29
47-2041.00	knowledge	Mechanical	3.44	2.94
47-2041.00	knowledge	Mathematics	3.44	3.42
47-2041.00	knowledge	Physics	1.25	1.76
47-2041.00	knowledge	Chemistry	2.26	1.98
47-2041.00	knowledge	Biology	0.25	1.13
47-2041.00	knowledge	Psychology	1.72	1.93
47-2041.00	knowledge	Sociology and Anthropology	0.50	1.32
47-2041.00	knowledge	Geography	0.64	1.27
47-2041.00	knowledge	Medicine and Dentistry	0.62	1.41
47-2041.00	knowledge	Therapy and Counseling	0.65	1.34
47-2041.00	knowledge	Education and Training	3.51	2.97
47-2041.00	knowledge	English Language	3.01	3.31
47-2041.00	knowledge	Foreign Language	0.77	1.39
